time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-09-24T17:08:08.000Z,-29.833,-71.325,56.3,4.3,mb,,,,0.87,us,usb000jypx,2013-12-13T09:00:32.000Z,"10 km NW of La Serena, Chile",earthquake,,6.9,0.143,,reviewed,guc,us
2013-09-13T10:56:08.000Z,-32.307,-71.208,69.4,4.3,mb,,,,1.19,us,usc000jtkg,2013-11-19T17:37:40.000Z,"16 km N of La Ligua, Chile",earthquake,,7,0.308,,reviewed,us_guc,us
2013-07-28T02:04:47.940Z,-29.778,-72.108,9.5,4.1,mb,18,82,,1.29,us,usb000itml,2014-11-07T01:51:21.028Z,"76 km WNW of Coquimbo, Chile",earthquake,,2.5,,3,reviewed,us,us
2013-07-26T23:13:03.000Z,-29.774,-72.093,41.3,4.3,mb,66,100,,,us,usc000iqag,2014-11-07T01:51:20.496Z,"Off the coast of Coquimbo, Chile",earthquake,,,,37,reviewed,guc,us
2013-07-25T17:26:32.880Z,-31.514,-72.087,6.9,4.4,mb,11,147,,0.69,us,usb000it01,2014-11-07T01:51:20.203Z,"88 km W of Illapel, Chile",earthquake,,4,,2,reviewed,us,us
2013-07-19T17:56:41.000Z,-29.961,-71.509,48.9,4.2,ml,19,100,,,us,usp000k25n,2014-11-07T01:51:18.433Z,"16 km W of Coquimbo, Chile",earthquake,,,,,reviewed,guc,guc
2013-06-28T02:08:14.100Z,-29.828,-71.598,5.2,4.5,mb,39,115,,0.68,us,usb000i2ag,2014-11-07T01:51:07.905Z,"28 km WNW of Coquimbo, Chile",earthquake,,1.7,,13,reviewed,us,us
2013-06-27T23:23:40.520Z,-29.584,-71.497,35,4.6,mb,16,120,,1.18,us,usp000k1hm,2014-11-07T01:51:07.893Z,"42 km NW of La Serena, Chile",earthquake,,2.9,,5,reviewed,us,us
2013-06-19T15:24:31.200Z,-30.013,-71.459,27.4,4.8,mb,41,115,,1.29,us,usc000huzi,2022-07-25T16:58:20.209Z,"13 km WSW of Coquimbo, Chile",earthquake,,4.9,,9,reviewed,us,us
2013-06-19T13:48:39.560Z,-29.647,-71.266,45.3,4.1,ml,14,141,,0.86,us,us2013rqde,2014-11-07T01:51:06.031Z,"28 km N of La Serena, Chile",earthquake,,12.9,,,reviewed,us,guc
2013-06-19T05:24:27.000Z,-30.726,-71.801,37.1,4,ml,13,100,,,us,usp000k1bh,2014-11-07T01:51:05.715Z,"59 km WSW of Ovalle, Chile",earthquake,,,,,reviewed,guc,guc
2013-06-18T22:43:19.000Z,-30.719,-71.771,42.9,4.1,ml,22,100,,,us,us2013rpc9,2014-11-07T01:51:05.671Z,"56 km WSW of Ovalle, Chile",earthquake,,,,,reviewed,guc,guc
2013-06-13T09:44:28.000Z,-29.794,-71.262,46.6,4,ml,8,100,,,us,usp000k17x,2014-11-07T01:51:04.038Z,"12 km N of La Serena, Chile",earthquake,,,,,reviewed,guc,guc
2013-04-14T21:50:43.000Z,-30.735,-71.847,12.6,4.4,mb,20,100,,,us,usp000k07t,2014-11-07T01:50:34.096Z,"63 km WSW of Ovalle, Chile",earthquake,,,,6,reviewed,guc,us
2013-04-08T08:50:09.000Z,-30.102,-71.213,69.9,4.5,mb,35,119.8,,,us,usb000g1zd,2022-07-24T23:01:42.237Z,"20 km SE of Coquimbo, Chile",earthquake,,,,4,reviewed,guc,us
2013-03-18T19:17:54.000Z,-32.442,-71.756,28,4,ml,10,115.6,,,us,usp000jztg,2014-11-07T01:50:21.384Z,"49 km W of La Ligua, Chile",earthquake,,,,,reviewed,guc,guc
2013-03-11T01:37:11.000Z,-30.411,-71.103,69.3,4.6,mb,27,135.9,,,us,usb000filv,2014-11-07T01:50:19.362Z,"22 km NNE of Ovalle, Chile",earthquake,,,,1,reviewed,guc,us
2013-03-02T11:47:57.090Z,-30.418,-71.422,52.1,4.1,ml,11,183.6,,,us,us2013mgdk,2014-11-07T01:50:16.883Z,"29 km NW of Ovalle, Chile",earthquake,,,,,reviewed,guc,guc
2013-02-03T20:54:43.000Z,-32.335,-71.379,33.4,4.6,mb,44,114.8,,,us,usc000f0np,2014-11-07T01:50:00.329Z,"19 km NW of La Ligua, Chile",earthquake,,,,10,reviewed,guc,us
2013-02-02T20:16:05.000Z,-31.126,-71.433,53,4.6,mb,52,113.2,,,us,usc000f06q,2014-11-07T01:49:59.927Z,"61 km NNW of Illapel, Chile",earthquake,,,,18,reviewed,guc,us
2013-01-23T02:47:38.660Z,-31.699,-71.438,28.8,4.9,mwr,264,85.9,,0.8,us,usp000jyr4,2022-05-03T16:03:54.823Z,"26 km WSW of Illapel, Chile",earthquake,,,,,reviewed,us,us
2013-01-07T08:13:36.000Z,-29.557,-71.039,36.4,4.4,mb,31,138.5,,,us,usp000jy0r,2014-11-07T01:49:47.416Z,"43 km NNE of La Serena, Chile",earthquake,,,,4,reviewed,guc,us
2013-01-05T12:08:58.080Z,-30.306,-72.009,10,4.8,mb,85,114.7,,0.89,us,usp000jxvs,2015-03-24T02:39:58.273Z,"75 km WSW of Coquimbo, Chile",earthquake,,,,35,reviewed,us,us
2012-12-28T13:50:34.000Z,-29.553,-71.068,39.7,4.5,mwr,38,84,,,us,usp000jxhb,2015-03-24T02:29:57.555Z,"42 km NNE of La Serena, Chile",earthquake,,,,,reviewed,guc,us
